filename,strategy,has_bias,total_signals,biased_entry_signals,biased_exit_signals,biased_indicators
RSI_Divergence1h_EMA50Short_Freqtrade.py,RSI_Divergence1h_EMA50Short_Freqtrade,False,20,0,0,
